factura_numero,fecha_venta,local_codigo,total_bruto,total_impuestos,total_neto,comprobante,hora_transaccion
10375,2023-02-26,L003,459.22,41.75,417.47,BE-10375,10:44:57
10376,2023-02-26,L003,175.23,15.93,159.30,BE-10376,13:49:12
10377,2023-02-26,L003,415.39,37.76,377.63,BE-10377,18:28:31
10378,2023-02-26,L003,92.17,8.38,83.79,BE-10378,18:00:51
10379,2023-02-27,L001,397.69,36.15,361.54,BE-10379,17:07:06
10380,2023-02-27,L001,171.45,15.59,155.86,BE-10380,15:40:22
10381,2023-02-27,L001,81.02,7.37,73.65,BE-10381,15:33:02
10382,2023-02-27,L002,289.38,26.31,263.07,BE-10382,20:07:28
10383,2023-02-27,L003,264.75,24.07,240.68,BE-10383,16:37:45
10384,2023-02-27,L003,405.45,36.86,368.59,BE-10384,10:42:07
10385,2023-02-27,L003,127.55,11.60,115.95,BE-10385,14:07:54
10386,2023-02-28,L001,346.65,31.51,315.14,BE-10386,11:25:40
10387,2023-02-28,L001,423.29,38.48,384.81,BE-10387,19:43:48
10388,2023-02-28,L001,289.44,26.31,263.13,BE-10388,12:02:23
10389,2023-02-28,L001,75.09,6.83,68.26,BE-10389,19:35:28
10390,2023-02-28,L001,401.47,36.50,364.97,BE-10390,15:34:43
10391,2023-02-28,L002,502.08,45.64,456.44,BE-10391,13:53:34
10392,2023-02-28,L002,22.20,2.02,20.18,BE-10392,21:15:09
10393,2023-02-28,L002,172.48,15.68,156.80,BE-10393,11:58:22
10394,2023-02-28,L003,298.77,27.16,271.61,BE-10394,19:48:07
10395,2023-02-28,L003,463.69,42.15,421.54,BE-10395,12:39:55
10396,2023-03-01,L002,423.24,38.48,384.76,BE-10396,12:58:04
10397,2023-03-01,L002,525.50,47.77,477.73,BE-10397,12:05:26
10398,2023-03-01,L002,232.46,21.13,211.33,BE-10398,21:12:30
10399,2023-03-01,L002,540.00,49.09,490.91,BE-10399,18:48:49
10400,2023-03-01,L003,420.73,38.25,382.48,BE-10400,12:29:24
10401,2023-03-02,L001,511.31,46.48,464.83,BE-10401,15:32:38
10402,2023-03-02,L001,524.29,47.66,476.63,BE-10402,21:11:32
10403,2023-03-02,L002,145.02,13.18,131.84,BE-10403,10:35:05
10404,2023-03-02,L002,24.77,2.25,22.52,BE-10404,10:09:28
10405,2023-03-03,L001,255.54,23.23,232.31,BE-10405,19:21:32
10406,2023-03-03,L001,108.44,9.86,98.58,BE-10406,16:31:08
10407,2023-03-03,L001,199.44,18.13,181.31,BE-10407,21:23:34
10408,2023-03-03,L001,243.09,22.10,220.99,BE-10408,12:45:34
10409,2023-03-03,L003,518.25,47.11,471.14,BE-10409,16:36:47
10410,2023-03-03,L003,488.92,44.45,444.47,BE-10410,20:47:55
10411,2023-03-03,L003,128.44,11.68,116.76,BE-10411,17:03:14
10412,2023-03-03,L003,59.02,5.37,53.65,BE-10412,16:05:11
10413,2023-03-03,L003,472.23,42.93,429.30,BE-10413,13:00:09
10414,2023-03-04,L002,411.50,37.41,374.09,BE-10414,13:21:44
10415,2023-03-04,L002,213.13,19.38,193.75,BE-10415,16:16:53
10416,2023-03-04,L003,59.65,5.42,54.23,BE-10416,10:05:05
10417,2023-03-04,L003,31.91,2.90,29.01,BE-10417,18:31:28
10418,2023-03-04,L003,334.80,30.44,304.36,BE-10418,13:35:51
10419,2023-03-04,L003,458.74,41.70,417.04,BE-10419,20:45:59
10420,2023-03-05,L001,35.76,3.25,32.51,BE-10420,17:41:52
10421,2023-03-05,L001,158.88,14.44,144.44,BE-10421,17:06:50
10422,2023-03-05,L001,151.10,13.74,137.36,BE-10422,19:09:40
10423,2023-03-05,L001,310.48,28.23,282.25,BE-10423,19:58:03
10424,2023-03-05,L002,187.18,17.02,170.16,BE-10424,12:11:37
10425,2023-03-05,L002,476.42,43.31,433.11,BE-10425,12:15:37
10426,2023-03-05,L003,515.81,46.89,468.92,BE-10426,16:04:05
10427,2023-03-05,L003,430.89,39.17,391.72,BE-10427,21:33:18
10428,2023-03-05,L003,26.60,2.42,24.18,BE-10428,12:03:06
10429,2023-03-05,L003,441.96,40.18,401.78,BE-10429,16:11:34
10430,2023-03-05,L003,134.22,12.20,122.02,BE-10430,10:15:55
10431,2023-03-06,L001,170.13,15.47,154.66,BE-10431,15:12:33
10432,2023-03-06,L001,218.76,19.89,198.87,BE-10432,19:46:04
10433,2023-03-06,L001,137.46,12.50,124.96,BE-10433,11:50:39
10434,2023-03-06,L001,236.53,21.50,215.03,BE-10434,15:47:48
10435,2023-03-06,L002,57.53,5.23,52.30,BE-10435,13:19:21
10436,2023-03-06,L002,384.34,34.94,349.40,BE-10436,15:32:09
10437,2023-03-06,L002,381.89,34.72,347.17,BE-10437,12:31:31
10438,2023-03-06,L002,214.05,19.46,194.59,BE-10438,11:36:29
10439,2023-03-06,L002,117.62,10.69,106.93,BE-10439,17:54:45
10440,2023-03-07,L001,200.34,18.21,182.13,BE-10440,16:55:37
10441,2023-03-07,L001,356.24,32.39,323.85,BE-10441,15:07:36
10442,2023-03-07,L001,259.45,23.59,235.86,BE-10442,17:18:19
10443,2023-03-07,L001,224.06,20.37,203.69,BE-10443,15:06:40
10444,2023-03-07,L002,322.59,29.33,293.26,BE-10444,10:08:39
10445,2023-03-07,L003,292.56,26.60,265.96,BE-10445,16:11:54
10446,2023-03-08,L001,37.17,3.38,33.79,BE-10446,11:21:09
10447,2023-03-08,L001,134.33,12.21,122.12,BE-10447,21:19:18
10448,2023-03-08,L001,92.43,8.40,84.03,BE-10448,20:53:06
10449,2023-03-08,L002,310.92,28.27,282.65,BE-10449,15:53:26
10450,2023-03-08,L002,22.83,2.08,20.75,BE-10450,13:13:18
10451,2023-03-08,L002,155.74,14.16,141.58,BE-10451,11:41:55
10452,2023-03-08,L002,411.09,37.37,373.72,BE-10452,16:42:05
10453,2023-03-08,L002,429.62,39.06,390.56,BE-10453,16:41:25
10454,2023-03-09,L001,332.28,30.21,302.07,BE-10454,19:32:11
10455,2023-03-09,L001,505.56,45.96,459.60,BE-10455,10:25:55
10456,2023-03-09,L001,187.80,17.07,170.73,BE-10456,13:01:43
10457,2023-03-09,L001,427.20,38.84,388.36,BE-10457,19:16:27
10458,2023-03-09,L001,240.38,21.85,218.53,BE-10458,18:22:26
10459,2023-03-09,L002,231.32,21.03,210.29,BE-10459,13:36:24
10460,2023-03-09,L002,32.56,2.96,29.60,BE-10460,10:32:20
10461,2023-03-09,L002,246.37,22.40,223.97,BE-10461,16:34:54
10462,2023-03-09,L002,139.17,12.65,126.52,BE-10462,19:00:43
10463,2023-03-09,L002,54.13,4.92,49.21,BE-10463,17:55:47
10464,2023-03-09,L003,415.18,37.74,377.44,BE-10464,12:41:12
10465,2023-03-09,L003,232.28,21.12,211.16,BE-10465,11:34:07
10466,2023-03-09,L003,149.60,13.60,136.00,BE-10466,14:21:20
10467,2023-03-10,L001,332.84,30.26,302.58,BE-10467,12:02:37
10468,2023-03-10,L001,535.78,48.71,487.07,BE-10468,14:11:18
10469,2023-03-10,L001,196.27,17.84,178.43,BE-10469,20:25:24
10470,2023-03-10,L001,121.39,11.04,110.35,BE-10470,15:33:30
10471,2023-03-10,L002,59.69,5.43,54.26,BE-10471,19:56:45
10472,2023-03-11,L001,186.57,16.96,169.61,BE-10472,17:55:21
10473,2023-03-11,L002,343.79,31.25,312.54,BE-10473,17:51:45
10474,2023-03-11,L002,397.81,36.16,361.65,BE-10474,20:42:50
10475,2023-03-11,L003,459.44,41.77,417.67,BE-10475,11:28:02
10476,2023-03-12,L001,359.62,32.69,326.93,BE-10476,17:06:13
10477,2023-03-12,L001,410.81,37.35,373.46,BE-10477,13:55:45
10478,2023-03-12,L001,498.62,45.33,453.29,BE-10478,10:01:08
10479,2023-03-12,L001,530.12,48.19,481.93,BE-10479,19:35:11
10480,2023-03-12,L001,286.52,26.05,260.47,BE-10480,12:34:14
10481,2023-03-12,L002,416.61,37.87,378.74,BE-10481,10:29:05
10482,2023-03-12,L002,111.94,10.18,101.76,BE-10482,10:01:30
10483,2023-03-12,L002,393.69,35.79,357.90,BE-10483,12:12:02
10484,2023-03-13,L001,433.27,39.39,393.88,BE-10484,10:01:12
10485,2023-03-13,L001,186.68,16.97,169.71,BE-10485,12:49:30
10486,2023-03-13,L001,234.81,21.35,213.46,BE-10486,17:09:15
10487,2023-03-13,L001,117.25,10.66,106.59,BE-10487,21:49:47
10488,2023-03-13,L001,164.46,14.95,149.51,BE-10488,12:14:21
10489,2023-03-13,L002,274.65,24.97,249.68,BE-10489,21:45:42
10490,2023-03-13,L002,387.92,35.27,352.65,BE-10490,20:43:49
10491,2023-03-13,L002,460.12,41.83,418.29,BE-10491,17:20:46
10492,2023-03-13,L003,217.39,19.76,197.63,BE-10492,17:40:16
10493,2023-03-13,L003,528.34,48.03,480.31,BE-10493,18:52:56
10494,2023-03-13,L003,510.47,46.41,464.06,BE-10494,11:50:06
10495,2023-03-13,L003,412.65,37.51,375.14,BE-10495,21:55:35
10496,2023-03-13,L003,166.76,15.16,151.60,BE-10496,12:56:45
10497,2023-03-14,L001,162.01,14.73,147.28,BE-10497,14:50:44
10498,2023-03-14,L001,419.25,38.11,381.14,BE-10498,10:18:35
10499,2023-03-14,L001,285.12,25.92,259.20,BE-10499,21:22:23
10500,2023-03-14,L002,418.34,38.03,380.31,BE-10500,16:51:51
10501,2023-03-14,L002,381.45,34.68,346.77,BE-10501,20:43:06
10502,2023-03-14,L003,50.81,4.62,46.19,BE-10502,11:40:41
10503,2023-03-14,L003,477.13,43.38,433.75,BE-10503,10:10:19
10504,2023-03-14,L003,101.04,9.19,91.85,BE-10504,13:45:40
10505,2023-03-14,L003,418.83,38.08,380.75,BE-10505,16:18:14
10506,2023-03-14,L003,216.28,19.66,196.62,BE-10506,19:12:23
10507,2023-03-15,L001,109.92,9.99,99.93,BE-10507,21:54:28
10508,2023-03-15,L001,309.68,28.15,281.53,BE-10508,15:40:54
10509,2023-03-15,L001,117.07,10.64,106.43,BE-10509,10:34:59
10510,2023-03-15,L001,539.84,49.08,490.76,BE-10510,17:34:06
10511,2023-03-15,L002,447.25,40.66,406.59,BE-10511,12:00:48
10512,2023-03-15,L002,184.38,16.76,167.62,BE-10512,10:21:17
10513,2023-03-15,L002,99.70,9.06,90.64,BE-10513,20:44:48
10514,2023-03-15,L002,184.07,16.73,167.34,BE-10514,15:02:19
10515,2023-03-15,L003,357.92,32.54,325.38,BE-10515,11:01:05
10516,2023-03-15,L003,96.22,8.75,87.47,BE-10516,18:18:59
10517,2023-03-15,L003,107.89,9.81,98.08,BE-10517,16:26:26
10518,2023-03-15,L003,59.75,5.43,54.32,BE-10518,20:27:07
10519,2023-03-16,L001,138.14,12.56,125.58,BE-10519,17:40:52
10520,2023-03-16,L001,478.92,43.54,435.38,BE-10520,15:02:00
10521,2023-03-16,L001,161.67,14.70,146.97,BE-10521,16:14:34
10522,2023-03-16,L001,172.13,15.65,156.48,BE-10522,20:55:42
10523,2023-03-16,L001,227.65,20.70,206.95,BE-10523,12:17:49
10524,2023-03-16,L002,86.68,7.88,78.80,BE-10524,11:36:56
10525,2023-03-16,L002,402.19,36.56,365.63,BE-10525,17:59:38
10526,2023-03-16,L003,199.51,18.14,181.37,BE-10526,12:59:37
10527,2023-03-17,L001,247.08,22.46,224.62,BE-10527,18:44:45
10528,2023-03-17,L001,49.48,4.50,44.98,BE-10528,18:41:33
10529,2023-03-17,L003,170.82,15.53,155.29,BE-10529,14:27:20
10530,2023-03-17,L003,388.85,35.35,353.50,BE-10530,14:26:22
10531,2023-03-17,L003,217.27,19.75,197.52,BE-10531,19:30:19
10532,2023-03-18,L001,401.90,36.54,365.36,BE-10532,12:43:13
10533,2023-03-18,L001,531.83,48.35,483.48,BE-10533,13:58:51
10534,2023-03-18,L001,212.85,19.35,193.50,BE-10534,19:09:25
10535,2023-03-18,L001,464.82,42.26,422.56,BE-10535,12:55:47
10536,2023-03-18,L002,522.14,47.47,474.67,BE-10536,14:41:08
10537,2023-03-18,L002,390.29,35.48,354.81,BE-10537,20:05:00
10538,2023-03-18,L002,246.92,22.45,224.47,BE-10538,20:22:55
10539,2023-03-18,L002,224.03,20.37,203.66,BE-10539,12:17:37
10540,2023-03-18,L002,158.16,14.38,143.78,BE-10540,15:01:26
10541,2023-03-18,L003,397.08,36.10,360.98,BE-10541,18:10:23
10542,2023-03-18,L003,481.81,43.80,438.01,BE-10542,19:12:44
10543,2023-03-18,L003,197.51,17.96,179.55,BE-10543,14:07:45
10544,2023-03-18,L003,450.92,40.99,409.93,BE-10544,16:41:27
10545,2023-03-18,L003,226.13,20.56,205.57,BE-10545,21:07:55
10546,2023-03-19,L001,408.96,37.18,371.78,BE-10546,11:22:21
10547,2023-03-19,L001,499.93,45.45,454.48,BE-10547,19:32:28
10548,2023-03-19,L002,202.38,18.40,183.98,BE-10548,17:38:44
10549,2023-03-19,L002,153.33,13.94,139.39,BE-10549,12:49:21
10550,2023-03-20,L001,430.57,39.14,391.43,BE-10550,18:21:04
10551,2023-03-20,L001,463.20,42.11,421.09,BE-10551,13:10:14
10552,2023-03-20,L001,430.12,39.10,391.02,BE-10552,21:45:19
10553,2023-03-20,L001,506.76,46.07,460.69,BE-10553,13:21:33
10554,2023-03-20,L002,348.23,31.66,316.57,BE-10554,15:42:53
10555,2023-03-20,L002,285.99,26.00,259.99,BE-10555,13:59:34
10556,2023-03-20,L002,285.04,25.91,259.13,BE-10556,14:06:13
10557,2023-03-20,L003,542.95,49.36,493.59,BE-10557,11:11:20
10558,2023-03-20,L003,47.72,4.34,43.38,BE-10558,18:29:06
10559,2023-03-20,L003,389.93,35.45,354.48,BE-10559,18:31:55
10560,2023-03-20,L003,357.32,32.48,324.84,BE-10560,19:07:29
10561,2023-03-20,L003,356.08,32.37,323.71,BE-10561,21:11:35
10562,2023-03-21,L001,340.42,30.95,309.47,BE-10562,16:48:46
10563,2023-03-21,L001,530.04,48.19,481.85,BE-10563,17:20:33
10564,2023-03-21,L001,531.19,48.29,482.90,BE-10564,16:15:58
10565,2023-03-21,L001,484.10,44.01,440.09,BE-10565,17:53:24
10566,2023-03-21,L002,533.82,48.53,485.29,BE-10566,15:17:57
10567,2023-03-21,L002,246.54,22.41,224.13,BE-10567,12:25:48
10568,2023-03-21,L002,457.04,41.55,415.49,BE-10568,18:36:05
10569,2023-03-21,L002,206.64,18.79,187.85,BE-10569,20:12:26
10570,2023-03-21,L002,185.86,16.90,168.96,BE-10570,17:19:56
10571,2023-03-21,L003,136.07,12.37,123.70,BE-10571,12:37:56
10572,2023-03-22,L002,237.25,21.57,215.68,BE-10572,16:09:23
10573,2023-03-22,L003,104.39,9.49,94.90,BE-10573,21:23:13
10574,2023-03-22,L003,497.45,45.22,452.23,BE-10574,14:56:30
10575,2023-03-23,L001,485.06,44.10,440.96,BE-10575,16:12:17
10576,2023-03-23,L002,306.71,27.88,278.83,BE-10576,17:14:31
10577,2023-03-23,L002,346.26,31.48,314.78,BE-10577,16:38:39
10578,2023-03-23,L003,515.16,46.83,468.33,BE-10578,13:04:17
10579,2023-03-23,L003,430.44,39.13,391.31,BE-10579,11:36:13
10580,2023-03-23,L003,247.70,22.52,225.18,BE-10580,15:46:48
10581,2023-03-23,L003,504.94,45.90,459.04,BE-10581,14:18:15
10582,2023-03-23,L003,398.05,36.19,361.86,BE-10582,17:35:26
10583,2023-03-24,L001,83.33,7.58,75.75,BE-10583,21:01:35
10584,2023-03-24,L001,210.28,19.12,191.16,BE-10584,21:07:27
10585,2023-03-25,L001,80.77,7.34,73.43,BE-10585,12:22:43
10586,2023-03-25,L002,335.01,30.46,304.55,BE-10586,19:55:08
10587,2023-03-25,L002,355.07,32.28,322.79,BE-10587,15:45:21
10588,2023-03-25,L002,441.84,40.17,401.67,BE-10588,13:09:39
10589,2023-03-25,L002,187.17,17.02,170.15,BE-10589,12:07:07
10590,2023-03-25,L002,328.68,29.88,298.80,BE-10590,10:28:14
10591,2023-03-25,L003,103.96,9.45,94.51,BE-10591,18:30:30
10592,2023-03-26,L001,192.58,17.51,175.07,BE-10592,10:45:49
10593,2023-03-26,L001,25.21,2.29,22.92,BE-10593,12:52:30
10594,2023-03-26,L002,158.33,14.39,143.94,BE-10594,14:12:36
10595,2023-03-26,L002,439.77,39.98,399.79,BE-10595,17:55:05
10596,2023-03-27,L001,281.85,25.62,256.23,BE-10596,15:09:36
10597,2023-03-27,L002,300.18,27.29,272.89,BE-10597,10:36:42
10598,2023-03-27,L002,427.14,38.83,388.31,BE-10598,11:09:39
10599,2023-03-27,L003,210.66,19.15,191.51,BE-10599,14:13:42
10600,2023-03-27,L003,306.22,27.84,278.38,BE-10600,18:34:24
10601,2023-03-27,L003,498.72,45.34,453.38,BE-10601,11:52:11
10602,2023-03-27,L003,156.05,14.19,141.86,BE-10602,20:15:24
10603,2023-03-28,L003,538.78,48.98,489.80,BE-10603,12:51:24
10604,2023-03-28,L003,479.77,43.62,436.15,BE-10604,19:45:48
10605,2023-03-28,L003,469.40,42.67,426.73,BE-10605,13:14:45
10606,2023-03-28,L003,513.87,46.72,467.15,BE-10606,11:36:43
10607,2023-03-28,L003,432.77,39.34,393.43,BE-10607,12:47:56
10608,2023-03-29,L001,137.71,12.52,125.19,BE-10608,14:50:04
10609,2023-03-29,L002,525.43,47.77,477.66,BE-10609,12:47:36
10610,2023-03-29,L002,404.35,36.76,367.59,BE-10610,17:57:27
10611,2023-03-29,L002,383.00,34.82,348.18,BE-10611,17:06:04
10612,2023-03-29,L002,487.36,44.31,443.05,BE-10612,14:13:44
10613,2023-03-29,L003,103.68,9.43,94.25,BE-10613,15:32:42
10614,2023-03-29,L003,525.49,47.77,477.72,BE-10614,14:51:56
10615,2023-03-29,L003,33.30,3.03,30.27,BE-10615,20:48:39
10616,2023-03-29,L003,488.92,44.45,444.47,BE-10616,19:53:30
10617,2023-03-30,L001,456.82,41.53,415.29,BE-10617,12:00:56
10618,2023-03-30,L002,491.30,44.66,446.64,BE-10618,21:38:52
10619,2023-03-30,L002,287.67,26.15,261.52,BE-10619,10:46:56
10620,2023-03-31,L001,457.49,41.59,415.90,BE-10620,21:28:01
10621,2023-03-31,L001,335.69,30.52,305.17,BE-10621,20:13:44
10622,2023-03-31,L001,314.26,28.57,285.69,BE-10622,13:36:37
10623,2023-03-31,L001,493.32,44.85,448.47,BE-10623,17:32:53
10624,2023-03-31,L002,316.67,28.79,287.88,BE-10624,17:29:21
10625,2023-03-31,L002,422.53,38.41,384.12,BE-10625,19:33:03
10626,2023-03-31,L002,207.01,18.82,188.19,BE-10626,20:12:44
10627,2023-03-31,L002,183.01,16.64,166.37,BE-10627,18:44:12
10628,2023-03-31,L002,531.96,48.36,483.60,BE-10628,21:29:50
10629,2023-03-31,L003,320.61,29.15,291.46,BE-10629,12:45:11
10630,2023-03-31,L003,424.03,38.55,385.48,BE-10630,15:32:56
10631,2023-04-01,L001,203.43,18.49,184.94,BE-10631,10:52:47
10632,2023-04-01,L001,490.24,44.57,445.67,BE-10632,15:51:43
10633,2023-04-01,L001,64.01,5.82,58.19,BE-10633,18:47:39
10634,2023-04-01,L001,372.47,33.86,338.61,BE-10634,12:32:00
10635,2023-04-01,L001,249.33,22.67,226.66,BE-10635,17:05:54
10636,2023-04-01,L002,31.52,2.87,28.65,BE-10636,14:32:58
10637,2023-04-01,L002,220.70,20.06,200.64,BE-10637,16:31:49
10638,2023-04-01,L002,80.88,7.35,73.53,BE-10638,10:38:27
10639,2023-04-01,L002,52.26,4.75,47.51,BE-10639,21:17:14
10640,2023-04-01,L002,139.74,12.70,127.04,BE-10640,21:26:15
10641,2023-04-01,L003,162.93,14.81,148.12,BE-10641,18:53:35
10642,2023-04-02,L001,312.11,28.37,283.74,BE-10642,16:36:18
10643,2023-04-02,L001,286.50,26.05,260.45,BE-10643,15:05:28
10644,2023-04-02,L001,119.58,10.87,108.71,BE-10644,21:38:12
10645,2023-04-02,L002,483.84,43.99,439.85,BE-10645,14:40:50
10646,2023-04-02,L002,478.28,43.48,434.80,BE-10646,11:50:19
10647,2023-04-02,L002,140.08,12.73,127.35,BE-10647,21:29:39
10648,2023-04-02,L002,31.68,2.88,28.80,BE-10648,17:27:00
10649,2023-04-02,L003,301.36,27.40,273.96,BE-10649,17:36:03
10650,2023-04-02,L003,70.71,6.43,64.28,BE-10650,20:50:19
10651,2023-04-02,L003,306.36,27.85,278.51,BE-10651,10:03:18
10652,2023-04-03,L001,478.83,43.53,435.30,BE-10652,18:19:40
10653,2023-04-03,L002,347.78,31.62,316.16,BE-10653,13:23:39
10654,2023-04-04,L001,247.45,22.50,224.95,BE-10654,11:25:02
10655,2023-04-04,L001,299.51,27.23,272.28,BE-10655,21:38:10
10656,2023-04-04,L001,152.02,13.82,138.20,BE-10656,20:22:18
10657,2023-04-04,L002,502.11,45.65,456.46,BE-10657,18:01:03
10658,2023-04-04,L002,245.66,22.33,223.33,BE-10658,15:34:22
10659,2023-04-04,L003,134.82,12.26,122.56,BE-10659,11:25:38
10660,2023-04-04,L003,305.01,27.73,277.28,BE-10660,20:27:16
10661,2023-04-05,L001,447.95,40.72,407.23,BE-10661,12:50:57
10662,2023-04-05,L001,461.16,41.92,419.24,BE-10662,20:55:22
10663,2023-04-05,L001,340.10,30.92,309.18,BE-10663,21:23:26
10664,2023-04-05,L001,252.12,22.92,229.20,BE-10664,16:32:34
10665,2023-04-05,L002,125.40,11.40,114.00,BE-10665,12:25:13
10666,2023-04-05,L002,202.38,18.40,183.98,BE-10666,18:54:35
10667,2023-04-05,L002,82.06,7.46,74.60,BE-10667,14:21:12
10668,2023-04-05,L002,534.49,48.59,485.90,BE-10668,20:05:52
10669,2023-04-05,L003,288.09,26.19,261.90,BE-10669,10:05:18
10670,2023-04-05,L003,297.36,27.03,270.33,BE-10670,17:00:14
10671,2023-04-05,L003,521.70,47.43,474.27,BE-10671,20:46:01
10672,2023-04-06,L001,228.94,20.81,208.13,BE-10672,19:26:09
10673,2023-04-06,L001,457.38,41.58,415.80,BE-10673,16:39:50
10674,2023-04-06,L002,33.40,3.04,30.36,BE-10674,14:38:00
10675,2023-04-06,L002,248.18,22.56,225.62,BE-10675,20:30:25
10676,2023-04-06,L002,234.93,21.36,213.57,BE-10676,19:48:52
10677,2023-04-06,L003,412.46,37.50,374.96,BE-10677,16:51:30
10678,2023-04-06,L003,320.78,29.16,291.62,BE-10678,14:49:08
10679,2023-04-06,L003,478.43,43.49,434.94,BE-10679,16:17:00
10680,2023-04-06,L003,484.17,44.02,440.15,BE-10680,21:15:11
10681,2023-04-07,L001,412.30,37.48,374.82,BE-10681,12:56:02
10682,2023-04-07,L001,480.99,43.73,437.26,BE-10682,18:21:49
10683,2023-04-07,L001,119.35,10.85,108.50,BE-10683,12:33:10
10684,2023-04-07,L001,309.30,28.12,281.18,BE-10684,14:55:19
10685,2023-04-07,L002,146.72,13.34,133.38,BE-10685,19:23:41
10686,2023-04-07,L002,69.86,6.35,63.51,BE-10686,17:37:48
10687,2023-04-07,L003,191.15,17.38,173.77,BE-10687,18:04:35
10688,2023-04-08,L001,324.97,29.54,295.43,BE-10688,16:52:49
10689,2023-04-08,L001,360.58,32.78,327.80,BE-10689,14:17:32
10690,2023-04-08,L001,472.25,42.93,429.32,BE-10690,13:22:31
10691,2023-04-08,L001,284.25,25.84,258.41,BE-10691,19:56:08
10692,2023-04-08,L001,186.53,16.96,169.57,BE-10692,11:03:10
10693,2023-04-08,L002,251.44,22.86,228.58,BE-10693,12:14:16
10694,2023-04-08,L002,162.78,14.80,147.98,BE-10694,12:17:43
10695,2023-04-08,L003,446.73,40.61,406.12,BE-10695,13:04:10
10696,2023-04-08,L003,534.36,48.58,485.78,BE-10696,13:56:20
10697,2023-04-08,L003,255.05,23.19,231.86,BE-10697,10:42:19
10698,2023-04-09,L002,345.20,31.38,313.82,BE-10698,12:00:52
10699,2023-04-09,L002,451.96,41.09,410.87,BE-10699,13:22:19
10700,2023-04-09,L003,509.41,46.31,463.10,BE-10700,12:20:39
10701,2023-04-09,L003,76.78,6.98,69.80,BE-10701,17:36:20
10702,2023-04-09,L003,270.20,24.56,245.64,BE-10702,20:11:03
10703,2023-04-09,L003,252.66,22.97,229.69,BE-10703,18:22:09
10704,2023-04-09,L003,136.75,12.43,124.32,BE-10704,12:41:16
10705,2023-04-10,L001,358.19,32.56,325.63,BE-10705,10:38:21
10706,2023-04-10,L002,487.75,44.34,443.41,BE-10706,21:56:16
10707,2023-04-10,L002,502.94,45.72,457.22,BE-10707,20:11:20
10708,2023-04-10,L002,236.12,21.47,214.65,BE-10708,15:35:19
10709,2023-04-11,L001,483.52,43.96,439.56,BE-10709,21:07:00
10710,2023-04-11,L001,309.30,28.12,281.18,BE-10710,18:57:38
10711,2023-04-11,L002,25.71,2.34,23.37,BE-10711,11:41:34
10712,2023-04-11,L002,49.03,4.46,44.57,BE-10712,19:32:25
10713,2023-04-11,L002,153.94,13.99,139.95,BE-10713,17:54:12
10714,2023-04-12,L001,56.66,5.15,51.51,BE-10714,19:04:10
10715,2023-04-12,L001,73.14,6.65,66.49,BE-10715,11:44:14
10716,2023-04-12,L001,332.95,30.27,302.68,BE-10716,12:28:00
10717,2023-04-12,L002,27.53,2.50,25.03,BE-10717,19:06:13
10718,2023-04-12,L003,184.86,16.81,168.05,BE-10718,15:13:56
10719,2023-04-12,L003,74.27,6.75,67.52,BE-10719,11:08:35
10720,2023-04-12,L003,110.14,10.01,100.13,BE-10720,21:09:46
10721,2023-04-12,L003,170.03,15.46,154.57,BE-10721,19:15:26
10722,2023-04-13,L002,437.69,39.79,397.90,BE-10722,11:29:07
10723,2023-04-13,L002,531.73,48.34,483.39,BE-10723,14:47:13
10724,2023-04-13,L003,481.31,43.76,437.55,BE-10724,14:17:15
10725,2023-04-13,L003,159.04,14.46,144.58,BE-10725,21:39:29
10726,2023-04-13,L003,536.03,48.73,487.30,BE-10726,16:19:05
10727,2023-04-13,L003,504.86,45.90,458.96,BE-10727,17:49:59
10728,2023-04-14,L001,44.34,4.03,40.31,BE-10728,11:09:39
10729,2023-04-14,L001,132.79,12.07,120.72,BE-10729,17:46:32
10730,2023-04-14,L001,345.71,31.43,314.28,BE-10730,11:02:58
10731,2023-04-14,L001,152.84,13.89,138.95,BE-10731,12:04:57
10732,2023-04-14,L002,58.16,5.29,52.87,BE-10732,21:40:30
10733,2023-04-14,L002,349.73,31.79,317.94,BE-10733,13:00:46
10734,2023-04-14,L002,103.63,9.42,94.21,BE-10734,18:27:07
10735,2023-04-14,L003,195.77,17.80,177.97,BE-10735,10:23:29
10736,2023-04-14,L003,515.08,46.83,468.25,BE-10736,15:38:23
10737,2023-04-14,L003,200.83,18.26,182.57,BE-10737,20:39:51
10738,2023-04-14,L003,257.38,23.40,233.98,BE-10738,12:41:15
10739,2023-04-15,L001,368.50,33.50,335.00,BE-10739,13:38:05
10740,2023-04-15,L001,378.87,34.44,344.43,BE-10740,10:47:15
